"number_of_casualties","LAD22CD","fr_m","fr_am","fr_a","fr_b","fr_c","fr_u","sr_unk","sr_n","sr_m","sr_am","sr_a","sr_b","sr_c","sr_u","rt_r","rt_ow","rt_dc","rt_sc","rt_sr","jd_n","jd_r","jd_mr","jd_tsj","jd_sr","jd_c","jd_m","jd_pe","jd_o","jc_ap","jc_ats","jc_ss","jc_gu","phc_n","phc_c","ppf_n","ppf_njl","ppf_ptsj","ppf_fs","ppf_zcr","lc_l","lc_dl","lc_dln","lc_dn","lc_dlu","wc_hw","wc_f","wc_r","wc_s","wc_fm","rsc_d","rsc_w","rsc_s","rsc_fi","rsc_fl","sc_n","sc_ap","sc_rr","sc_od","sc_m","ch_n","ch_vo","ch_pa","ch_lo","u_y","u_n","sp20","sp30","sp40","sp50","sp60","sp70"
882,"E09000003",0.00911458333333333,0,0.561197916666667,0.046875,0.08203125,0.30078125,0,0.192708333333333,0.00520833333333333,0,0.2265625,0.0104166666666667,0.05859375,0.506510416666667,0.0690104166666667,0.0494791666666667,0.203125,0.584635416666667,0.0286458333333333,0.192708333333333,0.0807291666666667,0.0078125,0.307291666666667,0.0247395833333333,0.104166666666667,0.0260416666666667,0.0260416666666667,0.0963541666666667,0.00911458333333333,0.19140625,0.00390625,0.475260416666667,0.837239583333333,0.0234375,0.57421875,0.05078125,0.106770833333333,0.01171875,0.110677083333333,0.704427083333333,0.2421875,0.0078125,0.00520833333333333,0.0403645833333333,0.015625,0.790364583333333,0.114583333333333,0.00390625,0.00390625,0.7421875,0.204427083333333,0.00260416666666667,0.01171875,0,0.9140625,0.0078125,0.01953125,0,0,0.93359375,0.00911458333333333,0.00130208333333333,0.00130208333333333,0.981770833333333,0.0182291666666667,0.157552083333333,0.65625,0.0963541666666667,0.0807291666666667,0.00130208333333333,0.0078125
637,"E09000018",0.0168539325842697,0,0.651685393258427,0.050561797752809,0.099250936329588,0.181647940074906,0,0.250936329588015,0.0112359550561798,0,0.237827715355805,0.0318352059925094,0.0617977528089888,0.406367041198502,0.116104868913858,0.0280898876404494,0.228464419475655,0.533707865168539,0.0318352059925094,0.250936329588015,0.131086142322097,0.0243445692883895,0.250936329588015,0.0224719101123595,0.099250936329588,0.0411985018726592,0.0243445692883895,0.0861423220973783,0.00187265917602996,0.271535580524345,0,0.419475655430712,0.842696629213483,0.0411985018726592,0.550561797752809,0.0861423220973783,0.168539325842697,0.0112359550561798,0.0842696629213483,0.707865168539326,0.237827715355805,0.00749063670411985,0.0112359550561798,0.0355805243445693,0.0168539325842697,0.792134831460674,0.0936329588014981,0.00561797752808989,0,0.779026217228464,0.177902621722846,0.00187265917602996,0.00374531835205993,0,0.921348314606742,0.00187265917602996,0.0187265917602996,0,0.00374531835205993,0.917602996254682,0.0224719101123595,0,0.00374531835205993,0.975655430711611,0.0243445692883895,0.352059925093633,0.400749063670412,0.217228464419476,0.0168539325842697,0.00561797752808989,0.00749063670411985
848,"E09000014",0,0,0.580392156862745,0.109803921568627,0.0928104575163399,0.216993464052288,0,0.109803921568627,0,0,0.150326797385621,0.0418300653594771,0.0640522875816993,0.633986928104575,0.0326797385620915,0.0470588235294118,0.100653594771242,0.620915032679739,0.0196078431372549,0.109803921568627,0.0169934640522876,0.0169934640522876,0.330718954248366,0.0222222222222222,0.0980392156862745,0.0405228758169935,0.0248366013071895,0.0980392156862745,0.0065359477124183,0.194771241830065,0.0104575163398693,0.454901960784314,0.695424836601307,0.0431372549019608,0.416993464052288,0.073202614379085,0.151633986928105,0.00392156862745098,0.112418300653595,0.687581699346405,0.264052287581699,0.00261437908496732,0.00130718954248366,0.0444444444444444,0.0169934640522876,0.72156862745098,0.108496732026144,0.0065359477124183,0,0.709803921568627,0.169934640522876,0.00130718954248366,0.00522875816993464,0,0.830065359477124,0.00261437908496732,0.0104575163398693,0.00392156862745098,0.00261437908496732,0.850980392156863,0.0130718954248366,0.00130718954248366,0.00784313725490196,0.993464052287582,0.0065359477124183,0.589542483660131,0.386928104575163,0.0222222222222222,0,0.00130718954248366,0
730,"E09000026",0.00701754385964912,0,0.519298245614035,0.0596491228070175,0.147368421052632,0.266666666666667,0,0.249122807017544,0.00175438596491228,0,0.182456140350877,0.0175438596491228,0.0947368421052632,0.454385964912281,0.110526315789474,0.0473684210526316,0.22280701754386,0.485964912280702,0.0543859649122807,0.249122807017544,0.1,0.0333333333333333,0.264912280701754,0.0368421052631579,0.103508771929825,0.0263157894736842,0.0228070175438597,0.0982456140350877,0.00526315789473684,0.175438596491228,0.00350877192982456,0.5,0.807017543859649,0.0087719298245614,0.56140350877193,0.0666666666666667,0.119298245614035,0.0087719298245614,0.103508771929825,0.680701754385965,0.264912280701754,0.0087719298245614,0.00701754385964912,0.0385964912280702,0.0087719298245614,0.712280701754386,0.140350877192982,0.00526315789473684,0.00350877192982456,0.735087719298246,0.210526315789474,0.00350877192982456,0.00175438596491228,0.00350877192982456,0.905263157894737,0.00175438596491228,0.0105263157894737,0,0.00350877192982456,0.933333333333333,0.00701754385964912,0.00175438596491228,0.00350877192982456,0.87719298245614,0.12280701754386,0.136842105263158,0.656140350877193,0.121052631578947,0.0842105263157895,0,0.00175438596491228
1087,"E09000030",0,0,0.620545073375262,0.164570230607966,0.0733752620545073,0.141509433962264,0,0.219077568134172,0,0,0.150943396226415,0.107966457023061,0.079664570230608,0.442348008385744,0.0524109014675052,0.0838574423480084,0.189727463312369,0.512578616352201,0.0471698113207547,0.219077568134172,0.0534591194968553,0.00943396226415094,0.335429769392034,0.0387840670859539,0.134171907756813,0.0314465408805031,0.0209643605870021,0.0607966457023061,0.0146750524109015,0.235849056603774,0.00733752620545073,0.442348008385744,0.724318658280922,0.0335429769392034,0.386792452830189,0.0849056603773585,0.19496855345912,0.00209643605870021,0.138364779874214,0.634171907756813,0.307127882599581,0.00628930817610063,0.00209643605870021,0.050314465408805,0.0146750524109015,0.789308176100629,0.10482180293501,0.00314465408805031,0,0.768343815513627,0.175052410901468,0.00209643605870021,0.00314465408805031,0,0.862683438155136,0.00733752620545073,0.0115303983228512,0,0.0010482180293501,0.892033542976939,0.0188679245283019,0.00209643605870021,0.00419287211740042,0.992662473794549,0.00733752620545073,0.574423480083857,0.376310272536688,0.0408805031446541,0.00524109014675052,0.0010482180293501,0.00209643605870021
296,"E09000021",0,0,0.65,0.0384615384615385,0.130769230769231,0.180769230769231,0,0.25,0,0,0.203846153846154,0.0230769230769231,0.0846153846153846,0.438461538461538,0.0692307692307692,0.0538461538461538,0.15,0.592307692307692,0.0538461538461538,0.25,0.107692307692308,0.0115384615384615,0.296153846153846,0.0461538461538462,0.0884615384615385,0.0153846153846154,0.0384615384615385,0.0692307692307692,0.00769230769230769,0.153846153846154,0.00384615384615385,0.515384615384615,0.823076923076923,0.0269230769230769,0.461538461538462,0.0769230769230769,0.134615384615385,0.00769230769230769,0.176923076923077,0.734615384615385,0.230769230769231,0.00769230769230769,0.00384615384615385,0.0230769230769231,0.00769230769230769,0.811538461538462,0.0846153846153846,0.00769230769230769,0,0.753846153846154,0.2,0,0.00384615384615385,0.00384615384615385,0.919230769230769,0.00384615384615385,0.0230769230769231,0,0,0.919230769230769,0.0230769230769231,0,0.00769230769230769,0.973076923076923,0.0269230769230769,0.334615384615385,0.546153846153846,0.0461538461538462,0.0653846153846154,0,0.00769230769230769
1090,"E09000022",0,0,0.694501018329939,0.0712830957230143,0.0835030549898167,0.15071283095723,0,0.228105906313646,0,0,0.154786150712831,0.0325865580448065,0.0794297352342159,0.505091649694501,0.0152749490835031,0.0773930753564155,0.125254582484725,0.623217922606925,0.0213849287169043,0.228105906313646,0.0183299389002037,0.00305498981670061,0.380855397148676,0.0132382892057026,0.125254582484725,0.0509164969450102,0.0203665987780041,0.0763747454175153,0.00407331975560081,0.25050916496945,0.010183299389002,0.439918533604888,0.763747454175153,0.0203665987780041,0.40020366598778,0.0855397148676171,0.238289205702648,0.00203665987780041,0.0916496945010183,0.685336048879837,0.269857433808554,0.00509164969450102,0,0.0397148676171079,0.0112016293279022,0.766802443991853,0.0936863543788187,0.00305498981670061,0.0010183299389002,0.766802443991853,0.172097759674134,0,0.0010183299389002,0,0.859470468431772,0.0122199592668024,0.0122199592668024,0.0010183299389002,0.00203665987780041,0.870672097759674,0.0132382892057026,0.00407331975560081,0.00916496945010183,0.995926680244399,0.00407331975560081,0.553971486761711,0.443991853360489,0.0010183299389002,0.0010183299389002,0,0
558,"E09000020",0,0,0.603415559772296,0.113851992409867,0.0967741935483871,0.18595825426945,0,0.15180265654649,0,0,0.218216318785579,0.0645161290322581,0.079696394686907,0.485768500948767,0.0512333965844402,0.123339658444023,0.132827324478178,0.582542694497154,0.0170777988614801,0.15180265654649,0.0398481973434535,0.0246679316888046,0.383301707779886,0.00759013282732448,0.195445920303605,0.0246679316888046,0.00569259962049336,0.0986717267552182,0.00759013282732448,0.307400379506641,0.0170777988614801,0.455407969639469,0.77988614800759,0.0208728652751423,0.394686907020873,0.0626185958254269,0.210626185958254,0,0.165085388994307,0.713472485768501,0.246679316888046,0.00569259962049336,0,0.0341555977229602,0.0132827324478178,0.802656546489564,0.0967741935483871,0.00379506641366224,0.00379506641366224,0.795066413662239,0.163187855787476,0,0,0,0.872865275142315,0.00569259962049336,0.0265654648956357,0.00189753320683112,0,0.886148007590133,0.0246679316888046,0.00189753320683112,0.00759013282732448,0.990512333965844,0.0094876660341556,0.612903225806452,0.371916508538899,0.015180265654649,0,0,0
900,"E09000005",0,0,0.610677083333333,0.0807291666666667,0.110677083333333,0.197916666666667,0,0.171875,0,0,0.182291666666667,0.0494791666666667,0.100260416666667,0.49609375,0.0533854166666667,0.0559895833333333,0.141927083333333,0.606770833333333,0.0455729166666667,0.171875,0.046875,0.01171875,0.338541666666667,0.0533854166666667,0.0859375,0.03125,0.0299479166666667,0.0807291666666667,0.00911458333333333,0.166666666666667,0.0182291666666667,0.498697916666667,0.805989583333333,0.0286458333333333,0.524739583333333,0.0651041666666667,0.122395833333333,0.00911458333333333,0.134114583333333,0.69140625,0.2734375,0.00520833333333333,0.00130208333333333,0.0286458333333333,0.0078125,0.77734375,0.114583333333333,0.00520833333333333,0.00130208333333333,0.75390625,0.19140625,0.00390625,0.0078125,0,0.89453125,0.00651041666666667,0.015625,0,0.00390625,0.903645833333333,0.0182291666666667,0.00130208333333333,0.00520833333333333,1,0,0.263020833333333,0.65234375,0.0677083333333333,0.015625,0,0.00130208333333333
397,"E09000004",0,0,0.511764705882353,0.0411764705882353,0.188235294117647,0.258823529411765,0,0.264705882352941,0,0,0.167647058823529,0.0147058823529412,0.1,0.452941176470588,0.120588235294118,0.0441176470588235,0.138235294117647,0.585294117647059,0.0294117647058824,0.264705882352941,0.129411764705882,0.0382352941176471,0.273529411764706,0.0382352941176471,0.0558823529411765,0.0117647058823529,0.0235294117647059,0.0970588235294118,0.0147058823529412,0.0970588235294118,0.0117647058823529,0.544117647058823,0.864705882352941,0.0117647058823529,0.608823529411765,0.0382352941176471,0.0764705882352941,0.00294117647058824,0.152941176470588,0.755882352941176,0.211764705882353,0.00588235294117647,0.00294117647058824,0.0235294117647059,0.0176470588235294,0.761764705882353,0.108823529411765,0.00588235294117647,0.00294117647058824,0.735294117647059,0.205882352941176,0.00294117647058824,0.00294117647058824,0,0.9,0.00294117647058824,0.0117647058823529,0.00294117647058824,0,0.891176470588235,0.0235294117647059,0.00294117647058824,0.00294117647058824,0.952941176470588,0.0470588235294118,0.132352941176471,0.752941176470588,0.05,0.0588235294117647,0.00294117647058824,0.00294117647058824
634,"E09000006",0,0,0.520522388059702,0.0708955223880597,0.156716417910448,0.251865671641791,0,0.223880597014925,0.00186567164179104,0,0.147388059701493,0.0354477611940298,0.0634328358208955,0.527985074626866,0.0783582089552239,0.0317164179104478,0.0876865671641791,0.712686567164179,0.042910447761194,0.223880597014925,0.0597014925373134,0.0466417910447761,0.315298507462687,0.0186567164179104,0.102611940298507,0.0205223880597015,0.0242537313432836,0.104477611940299,0.00746268656716418,0.125,0.0167910447761194,0.541044776119403,0.858208955223881,0.0373134328358209,0.617537313432836,0.0578358208955224,0.0932835820895522,0.00186567164179104,0.113805970149254,0.746268656716418,0.223880597014925,0.00746268656716418,0.0111940298507463,0.0111940298507463,0.0149253731343284,0.777985074626866,0.121268656716418,0.00746268656716418,0.00746268656716418,0.75,0.223880597014925,0.00559701492537313,0.00559701492537313,0,0.932835820895522,0.00186567164179104,0.0186567164179104,0,0.00186567164179104,0.942164179104478,0.0167910447761194,0.00373134328358209,0.00373134328358209,0.904850746268657,0.0951492537313433,0.117537313432836,0.822761194029851,0.041044776119403,0.0130597014925373,0,0.00559701492537313
539,"E09000002",0,0,0.577464788732394,0.00938967136150235,0.176056338028169,0.237089201877934,0,0.246478873239437,0,0,0.227699530516432,0.00234741784037559,0.0962441314553991,0.427230046948357,0.105633802816901,0.0305164319248826,0.194835680751174,0.525821596244131,0.0469483568075117,0.246478873239437,0.10093896713615,0.0258215962441315,0.246478873239437,0.0352112676056338,0.140845070422535,0.0352112676056338,0.0305164319248826,0.0868544600938967,0.00938967136150235,0.176056338028169,0.00234741784037559,0.528169014084507,0.7981220657277,0.0305164319248826,0.507042253521127,0.0751173708920188,0.129107981220657,0.00704225352112676,0.133802816901408,0.690140845070423,0.258215962441315,0.00234741784037559,0.00234741784037559,0.0469483568075117,0.0258215962441315,0.758215962441315,0.103286384976526,0.0117370892018779,0.00704225352112676,0.751173708920188,0.178403755868545,0,0.00469483568075117,0,0.894366197183099,0.00469483568075117,0.00704225352112676,0,0,0.906103286384977,0.00938967136150235,0,0.00469483568075117,0.97887323943662,0.0211267605633803,0.119718309859155,0.737089201877934,0.0375586854460094,0.10093896713615,0.00234741784037559,0.00234741784037559
916,"E09000009",0,0,0.529113924050633,0.144303797468354,0.113924050632911,0.212658227848101,0,0.217721518987342,0,0,0.126582278481013,0.0417721518987342,0.0683544303797468,0.545569620253165,0.0810126582278481,0.0582278481012658,0.164556962025316,0.578481012658228,0.0430379746835443,0.217721518987342,0.0835443037974684,0.0253164556962025,0.310126582278481,0.0329113924050633,0.0784810126582278,0.0392405063291139,0.0392405063291139,0.0936708860759494,0.00379746835443038,0.186075949367089,0.0164556962025316,0.5,0.807594936708861,0.0227848101265823,0.530379746835443,0.0759493670886076,0.124050632911392,0.00886075949367089,0.126582278481013,0.678481012658228,0.281012658227848,0.010126582278481,0,0.030379746835443,0.020253164556962,0.778481012658228,0.129113924050633,0.00379746835443038,0.00253164556962025,0.748101265822785,0.19746835443038,0.00126582278481013,0.00379746835443038,0,0.889873417721519,0.00886075949367089,0.020253164556962,0.00126582278481013,0.00253164556962025,0.910126582278481,0.0151898734177215,0.00253164556962025,0.00632911392405063,1,0,0.681012658227848,0.234177215189873,0.0759493670886076,0.00632911392405063,0.00253164556962025,0
365,"E09000029",0,0,0.365771812080537,0.261744966442953,0.124161073825503,0.248322147651007,0,0.218120805369128,0,0,0.063758389261745,0.0805369127516778,0.0671140939597315,0.570469798657718,0.0738255033557047,0.0335570469798658,0.0771812080536913,0.694630872483222,0.0335570469798658,0.218120805369128,0.0402684563758389,0.0469798657718121,0.312080536912752,0.00671140939597315,0.0973154362416107,0.0268456375838926,0.0570469798657718,0.114093959731544,0.0100671140939597,0.10738255033557,0.0167785234899329,0.557046979865772,0.875838926174497,0.0100671140939597,0.540268456375839,0.0906040268456376,0.13758389261745,0.00671140939597315,0.114093959731544,0.731543624161074,0.221476510067114,0.0134228187919463,0.0100671140939597,0.023489932885906,0.0167785234899329,0.768456375838926,0.124161073825503,0,0,0.74496644295302,0.224832214765101,0,0,0.00335570469798658,0.912751677852349,0,0.0100671140939597,0,0,0.919463087248322,0.0268456375838926,0,0.00335570469798658,1,0,0.191275167785235,0.74496644295302,0.063758389261745,0,0,0
952,"E09000032",0,0,0.668181818181818,0.0659090909090909,0.0715909090909091,0.194318181818182,0,0.228409090909091,0,0,0.136363636363636,0.0238636363636364,0.0681818181818182,0.543181818181818,0.0363636363636364,0.0693181818181818,0.0931818181818182,0.663636363636364,0.0215909090909091,0.228409090909091,0.0261363636363636,0.0125,0.4,0.0102272727272727,0.113636363636364,0.0159090909090909,0.0204545454545455,0.0704545454545455,0.0113636363636364,0.186363636363636,0.00909090909090909,0.472727272727273,0.751136363636364,0.025,0.4625,0.0795454545454545,0.181818181818182,0,0.0875,0.713636363636364,0.242045454545455,0.00795454545454545,0.00340909090909091,0.0329545454545455,0.0102272727272727,0.794318181818182,0.0943181818181818,0.00340909090909091,0,0.767045454545455,0.169318181818182,0,0,0.00113636363636364,0.890909090909091,0.00568181818181818,0.0147727272727273,0,0,0.897727272727273,0.0159090909090909,0.00113636363636364,0.00568181818181818,0.992045454545455,0.00795454545454545,0.6,0.380681818181818,0.0181818181818182,0.00113636363636364,0,0
915,"E09000028",0,0,0.665445665445665,0.0695970695970696,0.0659340659340659,0.199023199023199,0,0.191697191697192,0,0,0.245421245421245,0.0463980463980464,0.0573870573870574,0.459096459096459,0.0463980463980464,0.0744810744810745,0.139194139194139,0.617826617826618,0.0256410256410256,0.191697191697192,0.0415140415140415,0.010989010989011,0.282051282051282,0.0183150183150183,0.134310134310134,0.0390720390720391,0.0158730158730159,0.134310134310134,0.00366300366300366,0.264957264957265,0.00854700854700855,0.418803418803419,0.781440781440781,0.0341880341880342,0.418803418803419,0.0927960927960928,0.224664224664225,0.00122100122100122,0.112332112332112,0.703296703296703,0.255189255189255,0.00366300366300366,0.00366300366300366,0.0341880341880342,0.0158730158730159,0.758241758241758,0.11965811965812,0.00122100122100122,0.00122100122100122,0.765567765567766,0.194139194139194,0.00122100122100122,0.00488400488400488,0,0.88034188034188,0.00976800976800977,0.0183150183150183,0,0,0.908424908424908,0.0183150183150183,0.00366300366300366,0.00366300366300366,0.99023199023199,0.00976800976800977,0.669108669108669,0.321123321123321,0.00610500610500611,0.00366300366300366,0,0
424,"E09000024",0,0,0.533333333333333,0.152,0.133333333333333,0.181333333333333,0,0.24,0,0,0.152,0.0613333333333333,0.112,0.434666666666667,0.0613333333333333,0.056,0.096,0.688,0.032,0.24,0.0613333333333333,0.0133333333333333,0.309333333333333,0.0213333333333333,0.0906666666666667,0.024,0.0533333333333333,0.0933333333333333,0.0106666666666667,0.149333333333333,0.0106666666666667,0.504,0.805333333333333,0.016,0.504,0.064,0.16,0,0.101333333333333,0.770666666666667,0.2,0.00266666666666667,0.00266666666666667,0.024,0.0106666666666667,0.821333333333333,0.0933333333333333,0.00266666666666667,0,0.773333333333333,0.184,0.00533333333333333,0.00533333333333333,0,0.92,0.00266666666666667,0.0106666666666667,0,0,0.933333333333333,0.0133333333333333,0,0.00266666666666667,1,0,0.664,0.301333333333333,0.0266666666666667,0.008,0,0
834,"E09000012",0,0,0.628056628056628,0.0965250965250965,0.118404118404118,0.157014157014157,0,0.175032175032175,0,0,0.15958815958816,0.0540540540540541,0.155727155727156,0.455598455598456,0.00514800514800515,0.108108108108108,0.138996138996139,0.61003861003861,0.0193050193050193,0.175032175032175,0.00772200772200772,0.00514800514800515,0.353925353925354,0.0257400257400257,0.135135135135135,0.0514800514800515,0.0218790218790219,0.0875160875160875,0.00514800514800515,0.240669240669241,0.0115830115830116,0.451737451737452,0.755469755469755,0.0334620334620335,0.37966537966538,0.0965250965250965,0.211068211068211,0.00128700128700129,0.14028314028314,0.667953667953668,0.296010296010296,0.00386100386100386,0.00257400257400257,0.0296010296010296,0.0115830115830116,0.786357786357786,0.0952380952380952,0.00257400257400257,0,0.782496782496782,0.150579150579151,0,0.00257400257400257,0.00128700128700129,0.875160875160875,0.00514800514800515,0.0115830115830116,0,0,0.877734877734878,0.0115830115830116,0.00128700128700129,0.00772200772200772,0.987129987129987,0.0128700128700129,0.758043758043758,0.226512226512227,0.0102960102960103,0.00386100386100386,0.00128700128700129,0
584,"E09000016",0.0632054176072235,0,0.367945823927765,0.054176072234763,0.336343115124153,0.178329571106095,0,0.367945823927765,0.0203160270880361,0,0.130925507900677,0.0293453724604966,0.126410835214447,0.325056433408578,0.103837471783296,0.0203160270880361,0.243792325056433,0.548532731376975,0.036117381489842,0.367945823927765,0.121896162528217,0.018058690744921,0.248306997742664,0.0203160270880361,0.0970654627539503,0.0270880361173815,0.0203160270880361,0.0586907449209932,0.00225733634311512,0.148984198645598,0.0112866817155756,0.446952595936795,0.869074492099323,0.0203160270880361,0.679458239277652,0.0586907449209932,0.0970654627539503,0.0090293453724605,0.0880361173814898,0.7313769751693,0.232505643340858,0.00677200902934537,0.0112866817155756,0.018058690744921,0.0158013544018059,0.767494356659142,0.121896162528217,0.00225733634311512,0,0.749435665914221,0.196388261851016,0,0.00451467268623025,0,0.918735891647856,0.00677200902934537,0.0203160270880361,0.00225733634311512,0.00225733634311512,0.927765237020316,0.0248306997742664,0.00225733634311512,0.00225733634311512,0.781038374717833,0.218961625282167,0.0790067720090293,0.688487584650113,0.0654627539503386,0.0744920993227991,0.0112866817155756,0.0812641083521445
566,"E09000013",0,0,0.691570881226054,0.0747126436781609,0.0383141762452107,0.195402298850575,0,0.233716475095785,0,0,0.14176245210728,0.053639846743295,0.0440613026819923,0.526819923371648,0.0478927203065134,0.0727969348659004,0.111111111111111,0.64367816091954,0.028735632183908,0.233716475095785,0.0478927203065134,0.024904214559387,0.363984674329502,0.0191570881226054,0.0938697318007663,0.028735632183908,0.0210727969348659,0.10536398467433,0.0114942528735632,0.189655172413793,0.00574712643678161,0.5,0.779693486590038,0.0363984674329502,0.431034482758621,0.0977011494252874,0.170498084291188,0.00191570881226054,0.153256704980843,0.741379310344828,0.21264367816092,0.00957854406130268,0,0.0363984674329502,0.0134099616858238,0.764367816091954,0.10727969348659,0.00383141762452107,0,0.768199233716475,0.166666666666667,0.00191570881226054,0,0,0.879310344827586,0.0114942528735632,0.0191570881226054,0,0,0.906130268199234,0.0153256704980843,0.00191570881226054,0.00191570881226054,1,0,0.595785440613027,0.386973180076628,0.0172413793103448,0,0,0
715,"E09000023",0,0,0.57051282051282,0.120192307692308,0.0897435897435897,0.219551282051282,0,0.1875,0,0,0.177884615384615,0.0528846153846154,0.0705128205128205,0.511217948717949,0.0272435897435897,0.0576923076923077,0.112179487179487,0.676282051282051,0.0368589743589744,0.1875,0.0288461538461538,0.0224358974358974,0.290064102564103,0.0288461538461538,0.126602564102564,0.0416666666666667,0.0144230769230769,0.133012820512821,0.00641025641025641,0.189102564102564,0.0128205128205128,0.487179487179487,0.778846153846154,0.0448717948717949,0.487179487179487,0.0705128205128205,0.174679487179487,0,0.129807692307692,0.697115384615385,0.266025641025641,0.00480769230769231,0.0016025641025641,0.0304487179487179,0.0112179487179487,0.794871794871795,0.105769230769231,0.00480769230769231,0.00320512820512821,0.793269230769231,0.163461538461538,0.00320512820512821,0,0.0016025641025641,0.900641025641026,0.0016025641025641,0.0256410256410256,0.0016025641025641,0,0.91025641025641,0.0240384615384615,0.00480769230769231,0,1,0,0.522435897435897,0.474358974358974,0.0016025641025641,0.0016025641025641,0,0
1019,"E09000033",0,0,0.632829373650108,0.0885529157667387,0.0961123110151188,0.182505399568035,0,0.18682505399568,0,0,0.213822894168467,0.060475161987041,0.140388768898488,0.398488120950324,0.0464362850971922,0.154427645788337,0.198704103671706,0.505399568034557,0.0129589632829374,0.18682505399568,0.0539956803455724,0.00215982721382289,0.329373650107991,0.0118790496760259,0.259179265658747,0.0583153347732181,0.0161987041036717,0.0442764578833693,0.00323974082073434,0.382289416846652,0.0161987041036717,0.373650107991361,0.780777537796976,0.0345572354211663,0.368250539956803,0.0777537796976242,0.284017278617711,0,0.122030237580994,0.657667386609071,0.302375809935205,0.00323974082073434,0.00431965442764579,0.0323974082073434,0.0129589632829374,0.806695464362851,0.111231101511879,0.00107991360691145,0.00107991360691145,0.786177105831533,0.178185745140389,0.00107991360691145,0.00323974082073434,0,0.89524838012959,0.00863930885529158,0.0259179265658747,0,0,0.911447084233261,0.0226781857451404,0,0.00647948164146868,0.985961123110151,0.0140388768898488,0.705183585313175,0.289416846652268,0.00431965442764579,0.00107991360691145,0,0
